0,chr1: 0~32Mb,chr1: 32~64Mb,chr1: 64~96Mb,chr1: 96~128Mb,chr1: 128~160Mb,chr1: 160~192Mb,chr1: 192~224Mb,chr1: 224~249Mb,chr2: 0~32Mb,chr2: 32~64Mb,chr2: 64~96Mb,chr2: 96~128Mb,chr2: 128~160Mb,chr2: 160~192Mb,chr2: 192~224Mb,chr2: 224~243Mb,chr3: 0~32Mb,chr3: 32~64Mb,chr3: 64~96Mb,chr3: 96~128Mb,chr3: 128~160Mb,chr3: 160~192Mb,chr3: 192~197Mb,chr4: 0~32Mb,chr4: 32~64Mb,chr4: 64~96Mb,chr4: 96~128Mb,chr4: 128~160Mb,chr4: 160~190Mb,chr5: 0~32Mb,chr5: 32~64Mb,chr5: 64~96Mb,chr5: 96~128Mb,chr5: 128~160Mb,chr5: 160~180Mb,chr6: 0~32Mb,chr6: 32~64Mb,chr6: 64~96Mb,chr6: 96~128Mb,chr6: 128~160Mb,chr6: 160~170Mb,chr7: 0~32Mb,chr7: 32~64Mb,chr7: 64~96Mb,chr7: 96~128Mb,chr7: 128~159Mb,chr8: 0~32Mb,chr8: 32~64Mb,chr8: 64~96Mb,chr8: 96~128Mb,chr8: 128~146Mb,chr9: 0~32Mb,chr9: 32~64Mb,chr9: 64~96Mb,chr9: 96~128Mb,chr9: 128~141Mb,chr10: 0~32Mb,chr10: 32~64Mb,chr10: 64~96Mb,chr10: 96~128Mb,chr10: 128~135Mb,chr11: 0~32Mb,chr11: 32~64Mb,chr11: 64~96Mb,chr11: 96~128Mb,chr11: 128~134Mb,chr12: 0~32Mb,chr12: 32~64Mb,chr12: 64~96Mb,chr12: 96~128Mb,chr12: 128~133Mb,chr13: 0~32Mb,chr13: 32~64Mb,chr13: 64~96Mb,chr13: 96~115Mb,chr14: 0~32Mb,chr14: 32~64Mb,chr14: 64~96Mb,chr14: 96~107Mb,chr15: 0~32Mb,chr15: 32~64Mb,chr15: 64~96Mb,chr15: 96~102Mb,chr16: 0~32Mb,chr16: 32~64Mb,chr16: 64~90Mb,chr17: 0~32Mb,chr17: 32~64Mb,chr17: 64~81Mb,chr18: 0~32Mb,chr18: 32~64Mb,chr18: 64~78Mb,chr19: 0~32Mb,chr19: 32~59Mb,chr20: 0~32Mb,chr20: 32~62Mb,chr21: 0~32Mb,chr21: 32~48Mb,chr22: 0~32Mb,chr22: 32~51Mb
50_irnt,0.006491500000000001,0.0051232,0.0030144,0.0024289000000000003,0.0021719,0.0052832999999999995,0.0039382,0.0019903,0.0058907,0.0083266,0.0044992,0.0024858000000000002,0.0011265999999999997,0.0036989000000000006,0.0049960000000000004,0.005479100000000001,0.003134,0.0046496,0.0022759,0.0023276,0.0057938,0.0053707,0.00044475,0.004628899999999999,0.0017289999999999999,0.0029614999999999997,0.0032871000000000003,0.004012,-0.00011436,0.00022353,0.0066062,0.0038446999999999995,0.0025050999999999997,0.005009,0.0074604,0.0071706999999999995,0.008299899999999999,0.0036015,0.0043081000000000005,0.008009,0.0022368,0.0097441,0.0040785,0.0037045000000000003,0.0018559999999999998,0.0046004,0.004167499999999999,0.0031244,0.0020579,0.0032600999999999997,0.0052741,0.0027366,0.00048913,0.0045119,0.011036,0.0031583,0.0031881,0.0024104,0.0052166,0.005222600000000001,0.00033224,0.004829600000000001,0.0016305999999999998,0.004884,0.0020605999999999997,0.00031805,0.0088176,0.0035349000000000005,0.0075763,0.006412,-5.2384e-05,0.00067023,0.0049788,0.0022767,0.00058129,0.0022629,0.003171,0.0045837,0.0015353,-0.00019775,0.0033701,0.011732,0.0051387,0.0061679,0.0013467000000000002,0.0058003,0.006024,0.010536,0.0043463,0.0030755,0.0033951999999999997,0.00024513,0.011592,0.0043549999999999995,0.0057242,0.0063486,0.00044608,0.0022531999999999995,0.0014976,0.0028643
20153_irnt,0.0071848,0.0051265,0.0028921999999999997,0.002029,0.0019794,0.0053133,0.0033888000000000004,0.0020733,0.005797,0.0072798,0.003761,0.0014982,0.0009222999999999999,0.0031697,0.0047415,0.0054299,0.0021837,0.0042155000000000005,0.0023106,0.0018862000000000002,0.003936199999999999,0.0046113,0.00040051,0.0036766999999999998,0.00080843,0.0030915,0.0026167,0.0031998,-0.00040417,0.00041067,0.0060338,0.0035948,0.0016596,0.0038722,0.0060965,0.0061668,0.007288600000000001,0.003871,0.0033603,0.0069947,0.0023381,0.0084819,0.0031511,0.0027304,0.0010477,0.0034847000000000003,0.0051406,0.0023531999999999997,0.0023255,0.0023962,0.0051733000000000005,0.0016809000000000001,0.00063876,0.0027069000000000004,0.01052,0.0031351,0.0024938000000000004,0.0013741,0.0036869999999999997,0.0042167,0.00053451,0.0039578,0.001407,0.0037566,0.0010637,0.00070392,0.008331100000000001,0.0027386999999999997,0.0051798,0.0061769,0.00059466,0.00069292,0.0046873999999999996,0.0013601,0.0010037000000000002,0.001506,0.0025678000000000003,0.0043789,0.0012367,-6.841800000000001e-05,0.0034582000000000002,0.0091667,0.0046174,0.0057273,0.0011047000000000001,0.0055775,0.0065753,0.0087407,0.0046776000000000005,0.0029378,0.0025532,-8.7829e-05,0.009290799999999998,0.0037265999999999996,0.0042748000000000005,0.007351399999999999,-1.1589e-05,0.0016005,0.0016549,0.0017335
5097_irnt,0.0054323,0.0060735,0.0045149,0.0010442000000000001,0.0010883,0.0024794,0.0037013000000000007,0.00097422,0.0012177,0.0043732,0.00062312,0.0019531,0.0014590999999999999,0.0022129000000000003,0.002874,0.007115600000000001,0.0032103,0.0027855999999999996,0.0010829000000000001,0.004536500000000001,0.0022704,0.002771,0.00025047,0.0019745,0.0022586999999999998,0.0038236999999999993,0.0039576,0.001802,0.001348,0.0014145,0.0013406,0.004376,0.0042993,0.0033905999999999997,0.00010435,0.008939399999999998,0.0082111,0.00090761,0.0030149,0.0056811000000000006,0.0014757,0.0029982,0.0061543,0.0015263,0.0026954,0.001322,0.0061818,0.0032470999999999997,0.0033669000000000004,0.0020824000000000003,0.0010456,0.0038829999999999997,0.00035512,0.00070709,0.0047572,0.0026365,0.0029098,0.0036625,0.0034567,0.0047284,-5.2463e-05,0.0035115000000000003,0.0024003,0.0023258000000000003,0.0021386,0.0033695,0.0019904,0.0024947,0.0041167,0.0039344,0.00051252,0.0040478,0.0034851,0.00037137,0.00063978,0.0018050999999999998,0.0014777999999999998,0.0062372,4.6563e-05,-0.00032202,0.0032984000000000004,0.0083712,0.0012097000000000002,0.0037025,0.00042997,0.004907,0.0040307,0.0050094,0.0039295,0.0018524000000000001,0.0016114,0.00071861,0.005305699999999999,0.0033759999999999997,0.0023309999999999997,0.0041663,0.00071588,0.007143899999999999,0.0027651999999999998,0.0027945
5098_irnt,0.0045284,0.0062875,0.0041036,0.00096871,0.0014955,0.0025447,0.0040043,0.00074183,0.0015731,0.0046971,0.0007416,0.0021089000000000004,0.0010243000000000001,0.0018292000000000002,0.0035131999999999997,0.0074659999999999995,0.0035371,0.0023273000000000005,0.00080366,0.0040024,0.0026364,0.0025203000000000005,0.00046886,0.0022728,0.0022662,0.004016,0.003462,0.0023143,0.00072801,0.00097927,0.0013118000000000001,0.0044721000000000006,0.0041935,0.0036295000000000003,-9.8018e-05,0.0089953,0.0070033000000000005,0.00088922,0.0029203000000000002,0.0059767,0.0018213,0.0029684,0.0068243999999999996,0.0017687000000000002,0.0023963,0.0018500999999999997,0.0049351,0.0028517,0.0037869999999999996,0.0030798,0.00094031,0.0040935,0.0003077,0.0013614,0.0039479,0.0026452,0.0027199999999999998,0.0031669,0.0030651999999999997,0.0049299,-0.00058586,0.0033196,0.0021044,0.0027186999999999997,0.0020155999999999998,0.002943,0.0024745,0.002259,0.0041155,0.0046294,0.00062145,0.004509399999999999,0.0025838000000000002,0.0005652,0.00091797,0.0020184,0.00157,0.0050631999999999995,0.00013287,-0.00034003,0.004265,0.0086931,0.0012081,0.0025569000000000004,0.00049936,0.005085,0.0032098,0.0046317,0.0038246,0.0016695999999999998,0.0019424,0.00052018,0.0046133,0.0029895,0.0018388999999999999,0.0046956,0.00011839,0.006829099999999999,0.0026405,0.0033851
30100_irnt,0.0038896,0.0017331,0.00074086,0.0027286,0.0022730999999999997,0.004908,0.0067289,0.0041505000000000005,0.0018927,0.0020102,0.0019899,0.0018929000000000003,0.00017736,0.0017807000000000003,0.0023524,0.0041402999999999995,0.00063488,0.0057198,-0.00022142,0.0047358999999999995,0.0010490999999999999,0.001629,0.00073,0.0013104000000000002,0.00069946,0.001222,0.0014976,0.00079906,-0.00027368,-0.00020983,0.0016259,0.0086245,0.00018843,0.0052279,0.00044059,0.0021394,0.0048135,0.00021178,0.0013275000000000001,0.001855,-7.0764e-05,0.00086298,0.0013853,0.00098203,0.0052994,0.0026956,0.0015923,0.00079066,0.00021215,0.0011599,0.0016722000000000002,0.0018031,0.00031261,0.00073355,0.0012527,0.0029494,0.0010414999999999999,0.00017445,0.0037384999999999996,0.0032500999999999997,-0.00026506,0.0053323,0.0026683,0.0026561999999999996,0.0024343000000000004,-1.3241e-06,0.0047768,0.008280500000000001,0.0026961,0.0073389,0.00021269,-1.4254000000000001e-05,0.00109,-9.8975e-05,0.0017393,0.0006862,0.0021951,0.0040121,0.0027216,-0.00035274,0.0023041999999999997,0.0028789,-6.0471000000000004e-05,0.0027882,0.00024609999999999996,0.0029976,0.0062764,0.0048324,0.00051869,0.0016554000000000002,0.00089775,0.0022543000000000003,0.0051691,0.0076343,0.0044548,0.0046371,-8.2684e-05,0.00030469,0.0016635999999999999,0.0025706999999999995
5099_irnt,0.0046237,0.0057012,0.0041472,0.00086975,0.0011970000000000001,0.0018957999999999998,0.0036167,0.001317,0.0014194000000000001,0.0043725000000000005,0.00082904,0.0018116,0.00098126,0.0019582999999999996,0.003274,0.0064521,0.0036496000000000002,0.0021184000000000003,0.0010335999999999998,0.0037583,0.0022565000000000003,0.0027518,0.00044305,0.0022820999999999996,0.0016507000000000002,0.0037033,0.0031707,0.0016779,-0.00019514,0.0014236,0.0016303000000000001,0.0038236999999999993,0.0043235,0.0031177,0.00025654,0.0095752,0.006771500000000001,0.0010111,0.0024971,0.00563,0.0016384,0.0027426,0.0070290000000000005,0.0019597,0.0021819,0.0015565,0.0049778,0.0024302,0.0038317,0.0023539000000000003,0.00071461,0.0034787,0.00075614,0.00099188,0.0038539,0.0025901999999999995,0.0023306,0.0030304000000000004,0.0030272,0.0054934,-0.00049844,0.0039981,0.0023187,0.0020518,0.0023234,0.0022217,0.0020544,0.0020436,0.0037794000000000005,0.0038149,0.00039532,0.0041137,0.0033006,0.00083437,0.0011658,0.001748,0.0018175,0.0044588,-1.2595e-05,-0.00036759,0.0038676,0.0084191,0.0014857999999999998,0.0024879,0.00095256,0.0049513000000000005,0.0035228,0.0050137,0.0032898000000000003,0.0022139,0.0014837,0.00034999,0.0044101999999999995,0.0039381,0.0011015999999999999,0.004620399999999999,0.00033992,0.0058945,0.0021866999999999998,0.0025388000000000003
20015_irnt,0.006762100000000001,0.0037061999999999998,0.0018188,0.0019057000000000002,0.0013735,0.0044544,0.0032158,0.0015546,0.005031600000000001,0.0041789999999999996,0.0028175,0.0018749000000000003,0.00071951,0.0031963,0.0037397,0.0032674999999999996,0.0022967,0.0034062,0.0015033,0.0011429,0.0046673,0.003863,0.00033369,0.0038025,0.0011275,0.0018494,0.0034546,0.0036528,0.00023013,0.00041419999999999993,0.0044058,0.002975,0.0013332,0.0029965,0.0036837,0.0067797,0.0049039999999999995,0.0036869999999999997,0.0038915,0.007496899999999999,0.0020423999999999998,0.006576100000000001,0.0042597,0.0031243,0.0016492000000000002,0.0034299,0.0034519,0.0025343,0.0021655000000000003,0.0029283,0.0038069,0.0026617,0.00020076,0.0027003,0.0067209,0.0025732,0.0030122,0.0018006,0.0033205999999999995,0.0031363000000000003,0.00019583,0.0031268,0.0010385,0.0026203000000000003,0.0017165,0.00016163,0.005769399999999999,0.0030613000000000003,0.0056885,0.0047019,8.902e-05,0.00047517,0.0037279,0.001572,0.00052508,0.0010941,0.0030465,0.0031923999999999998,0.00087163,-0.00038074,0.0027792,0.0067415999999999995,0.0036204,0.0048052,0.00099651,0.0051942,0.0038409,0.0062664999999999995,0.0030999,0.0017460999999999998,0.0036192,7.656899999999999e-05,0.0064507,0.0032662,0.004884899999999999,0.0064319,0.00041551,0.0017153,0.0014703,0.0016312999999999998
5132_irnt,0.0044897,0.0050847999999999996,0.004894,0.00060514,0.0014095999999999998,0.0018472000000000002,0.0035454,0.0013515,0.0013879,0.0036673,0.00078609,0.0011975999999999998,0.0012474,0.0019098,0.0030428,0.0073641999999999996,0.0030280999999999997,0.0015697,0.00066913,0.004089,0.0025245000000000003,0.0026829,0.00038035,0.0025073,0.0018418,0.0029097,0.003104,0.0020477,-0.00039139,0.00099316,0.0019361,0.0039456,0.0042174,0.0035675,0.0011492000000000002,0.0091262,0.0061126999999999996,0.00079172,0.002366,0.0046851,0.0011715,0.0024823000000000002,0.0064152,0.0013569,0.0019656,0.0016572,0.0029666999999999996,0.0023201999999999997,0.003018,0.0019893000000000003,0.00073065,0.0035704,0.00057637,0.00045336,0.0035080999999999997,0.0028465,0.0015452999999999999,0.0024703000000000004,0.0034525999999999997,0.0052507,-0.00036095,0.0045728,0.002604,0.0027061999999999998,0.0025765000000000002,0.0024694,0.001954,0.0021845,0.0031883000000000002,0.0039616,0.00068509,0.0042464,0.0029281999999999997,0.00090706,0.00067021,0.0014467,0.0013107999999999998,0.0043648,0.00027464,-0.00024466,0.0037646999999999997,0.0086134,0.0013165,0.0020989,0.0010509,0.0055107,0.0027517,0.0048368000000000005,0.0028305999999999995,0.0018527,0.0013147999999999999,6.1406e-05,0.0044494,0.0027584,0.0010083,0.004292,0.0001318,0.005887,0.0025266999999999998,0.0029183000000000004
4105_irnt,0.006520300000000001,0.00097299,0.0020629000000000003,0.0020342,0.00038694,0.0013253,0.0024785,0.0015845,0.0013142999999999998,0.0052075,0.0022424,0.003121,0.0010879000000000002,0.0013099000000000001,0.0027965,0.00094981,0.00085471,0.0035507,0.00025722,0.00093567,0.0016550999999999998,0.001392,-6.8630999999999996e-06,0.0013602,0.0010245999999999999,0.0025683000000000004,0.0014263,0.0011392000000000002,0.00095218,-0.00018949,0.001907,0.0014735999999999998,0.0013165999999999998,0.0013122,0.00057565,0.0026125,0.003803,0.0010852,0.0023994,0.0081877,0.0001976,0.0052478,0.0026931,0.0017207999999999998,0.004563800000000001,0.00046997,0.0063803,0.00057414,0.0010864000000000002,0.0034031999999999995,0.0010540999999999999,0.0025938000000000003,0.00031987,0.00039302,0.003991300000000001,0.00085643,0.0037091999999999997,0.0027467,0.0010770999999999999,0.0027327,0.00069769,0.0037027,0.0032003,0.004227399999999999,0.0055962,0.00049235,0.0026781999999999995,0.0016896,0.0025364999999999997,0.0015390999999999998,0.00010553,0.0016895,0.0027089,0.0011659,0.0015138,6.852300000000001e-05,0.0028017,0.0014269,0.0011852,-0.00024667,0.0015927,0.0034071999999999996,0.00022256,0.0022463,0.0035207,0.0026736,0.003990400000000001,0.0054848,0.0026874000000000004,0.001484,0.0015366,0.00014611,0.0031018,0.0033912,0.005728100000000001,0.0026223,0.00016984,0.0028213,0.0032765999999999997,0.0027461
3148_irnt,0.007524200000000001,0.0014891,0.0030715,0.0016935,0.00035568,0.0023418000000000002,0.0027551999999999997,0.0010041,0.0010513,0.0057404,0.0013459000000000001,0.0039254,0.00088222,0.0017176,0.0028998,0.0012137,0.0010505,0.0033493999999999998,0.00057034,0.00097009,0.0020493000000000004,0.00048198,-3.6165999999999997e-07,0.0020092,0.0012950999999999998,0.0017965,0.00091351,0.00089849,-0.00011,0.00034452,0.0023348,0.0017961,0.0015792,0.0022105000000000002,0.00049063,0.0038055999999999997,0.0037845999999999995,0.00059599,0.002398,0.0080242,0.00080453,0.0053012,0.0029370999999999998,0.0020510000000000003,0.005822,0.0014253,0.0057702,4.2267e-05,0.0015244999999999998,0.0022579,0.00050801,0.0012159,8.2191e-05,0.00063036,0.0028385000000000003,0.0016558,0.0043565,0.0033845,0.0016010999999999998,0.0025934,0.0006778,0.0035535,0.0027935,0.0035613,0.0053216,-8.5658e-05,0.0038494999999999996,0.0014723,0.0029164,0.0015208,0.00026221,0.00083797,0.0031623000000000003,0.00054426,0.00066458,5.7023e-05,0.001873,0.0013059,0.00098107,-0.00010517,0.00088835,0.0026780999999999997,2.1331e-05,0.0028972,0.0033799,0.0031076,0.0049052,0.0061083,0.0028454,0.0020502,0.0016005,0.00011231,0.0022241,0.00253,0.0047993,0.0020570999999999996,0.00029483,0.0026550999999999996,0.0029613000000000005,0.00098372
